"SITEID","SITENAME","SITEDESCRI","SITETYPE","SITESTATUS","POSTCODE","DIRECTIONS","W3W","X","Y","CATEGORY"
"10165","POOLE","RINGWOOD ROAD","Sewage Pumping Station","In Use","BH12 3JN","FOLLOW THE POSTCODE TO RINGWOOD ROAD POOLE AS YOU CROSS THE ROUNDABOUT OPPOSITE THE CHURCH HALL TURN RIGHT BETWEEN THE CHURCH HALL AND NO 335 TO A BUNGALOW AT THE END PS IS IN FRONT OF THE BUNGALOW NO 335.","curving.poster.picked","403886","93627","Waste"
"10166","MILTON ABBAS","ST JAMES CHURCH","Private Sewage Pumping Station","In Use","DT11 0BP","","else.joggers.canal","380658","101780","Waste"
"10167","LONGBURTON","4 WHISTLE WATER","Private Sewage Pumping Station","In Use","DT9 5FG","","slipped.airbase.lessening","364864","113057","Waste"
"10168","LONGBURTON","5 WHISTLE WATER","Private Sewage Pumping Station","In Use","DT9 5FG","","recorders.intelligible.send","364860","113048","Waste"
"10172","BOVINGTON","CAMP","Private Sewage Pumping Station","In Use","BH20 6NY","APPROX LOCATION","braced.sideburns.reds","383437","88867","Waste"
"10173","CHARD","HOCKEN CLOSE","Sewage Pumping Station","In Use","TA20 1LZ","FOLLOW THE POSTCODE TO HOCKEN CLOSE CHARD PARK IN CAR PARK AREA AT END OF ROAD. GO UP PATHWAY BEHIND NO 10 TO 12 PS IS BEHIND NO 11.","traders.export.kilowatt","333049","109540","Waste"
"10174","FRAMPTON COTTERELL","155 BEESMOOR ROAD","Sewage Pumping Station","Demolished","BS36 2JW","DEMOLISHED AND FILLED IN THE FLOW NOW PROCESSED BY 17794","fidgeted.decompose.gathering","366908","181046","Waste"
"10175","WESTON-SUPER-MARE","51A CLIFF ROAD","Private Sewage Pumping Station","In Use","BS22 9SE","","crowd.left.trade","333215","163089","Waste"
"10176","MARNHULL","LOVELLS PLACE","Sewage Pumping Station","In Use","DT10 1JJ","FOLLOW POSTCODE TO MARHILL. OPPOSITE A PROPERTY CALLED THE CLOCK HOUSE IS A DRIVE WAY TO LOVELL'S PLACE. FOLLOW TRACK TO THE END, PS IN IN GRASS AREA IN FRONT OF SHED.","creamed.iterative.votes","377373","119308","Waste"
"10178","GILLINGHAM","RIVER VIEW","Sewage Pumping Station","In Use","SP8 4UB","THE SPS IS ON THE LEFT HAND SIDE OF THE ENTRANCE TO RIVER VIEW BEHIND THE BRICK WALL.","clash.goodbyes.glows","380213","126783","Waste"
"10179","YATTON KEYNELL","CROWN INN","Sewage Pumping Station","In Use","SN14 7ER","TURN OFF A420 INTO CROWN INN CAR PARK AND PS IS OPPOSITE THE REAR OF THE PUMP IN FENCED AREA IN CAR PARK.","texts.inserted.sandbags","385909","174704","Waste"
"10180","WINTERBOURNE","LITTLE ACRE","Sewage Pumping Station","In Use","BS36 1LD","TURN INTO FLAXPITS LANE FROM WINTERBOURNE HIGH STREET AFTER APPROX 400M TURN RIGHT IMMEDIATELY FLAXPITS HOUSE.","trades.decks.clues","365241","180349","Waste"
"10181","BRISTOL","THE HOLLIES","Sewage Pumping Station","In Use","BS15 9QX","THE WET WELL IS UNDER THE FENCE BETWEEN NOS 2 AND 3 THE HOLLIES.  THERE ARE 3 SCREWS EACH SIDE HOLDING THE FENCE PANEL IN POSITION WHICH CAN BE LIFTED OUT.","robots.needed.tonic","365335","172662","Waste"
"10182","TISBURY","WARDOUR","Sewage Pumping Station","In Use","SP3 6RH","TURN INTO WARDOUR CASTLE FROM NIGHTINGALE LANE. TURN RIGHT TOWARDS WARDOUR COURT AND FOLLOW THE ROAD TO A 5 BAR GATE. GO THROUGH THE GATE AND THE CHAIN ON THE OPPOSITE SIDE OF THE TRACK. FOLLOW THE TRACK ACROSS THE FIELD AND DOWN THE HILL, THE SPS IS IN","dustbin.expansion.banks","392643","126799","Waste"
"10183","BATHAMPTON","HARBUTTS","Sewage Pumping Station","In Use","BA2 6TA","TRAVELLING DOWN BATHAMPTON LANE TOWARDS HIGH STREET IN BATHAMPTON, HARBUTTS IS ON THE LEFT HAND SIDE. TURN INTO ESTATE AND THEN PARK IN VISITOR BAYS. PUMPING STATION IS OVER IN FAR LEFT HAND SIDE OF ESTATE NOT FAR FROM CANAL. VEHICLE ACCESS IS VERY POOR","rising.flows.output","377594","166420","Waste"
"10185","WEST LYDFORD","OLD SCHOOL LANE","Sewage Pumping Station","In Use","TA11 7JP","FOLLOW THE POSTCODE TO HIGH STREET WEST LYDFORD. TURN INTO OLD SCHOOL AND CHESTNUT COTTAGE. THE PS IS IN THE ENTRANCE TO DIAL HOUSE WITH THE CONTROLS OPPOSITE.","scribble.discussed.careless","356586","131610","Waste"
"10186","PORTLAND","DELHI LANE","Private Sewage Pumping Station","In Use","DT5 1JB","SINGLE PROPERTY PUMPING STATION","universal.lease.hikes","369267","71686","Waste"
"10188","DOWNTON","WEST WICK","Sewage Pumping Station","In Use","SP5 3FH","NEXT TO NO 39 WICK LANE.","costly.factually.bookmark","416845","121433","Waste"
"10189","TISBURY","PARSONAGE MEAD","Sewage Pumping Station","In Use","SP3 6BA","THE SPS IS IN THE PARKING AREA AT THE REAR OF PARSONAGE MEAD.  THE FOUL SPS PANEL IS IN THE FIRST PARKING SHELTER ON THE RIGHT.  NB THE SURFACE WATER SPS IS PRIVATE AND NOT MAINTAINED BY WESSEX WATER","evolves.conquests.advancing","394283","129157","Waste"
"10190","BROADSTONE","AIRETONS CLOSE","Sewage Pumping Station","In Use","BH18 8LF","FOLLOW THE POSTCODE TO AIRETONS CLOSE POOLE, THE PS IS UNDER THE CARPORT OF NO 12 WITH THE CONTROLS ON THE WALL OF NO 12.","palms.else.zone","401291","94961","Waste"
"10191","TISBURY","CHURCH MEAD","Sewage Pumping Station","In Use","SP3 6BF","THE WET WELL IS IN THE ROAD OUTSIDE NO 3, THE KIOSK IS BY THE WALL BETWEEN NOS. 4 AND 5.","curls.puzzle.compound","394472","129045","Waste"
"10192","FERNDOWN","GLISSONS","Sewage Pumping Station","In Use","BH22 9DX","","linked.insect.soils","406312","98849","Waste"
"10193","BURTON","THE GREEN","Sewage Pumping Station","In Use","BH23 7NZ","FOR ACCESS THROUGH MAIN GATE: 1917
THEN FOR ACCESS TO SPS: 0193","poorly.overtime.reclaimed","416677","94732","Waste"
"10195","FROME","WHITE GATES","Private Sewage Pumping Station","In Use","BA11 2EE","","points.foil.saints","378647","148484","Waste"
"10197","BONDIP FARM","KINGSDON","Sludge Storage Site","In Use","BA22 8JL","FARM ID IN SCISYS 32L","reclusive.ascendant.bake","338141","115285","Waste"
"10198","CHARMOUTH","SEADOWN HOLIDAY PARK","Sewage Pumping Station","In Use","DT6 6QS","GO DOWN CHARMOUTH HIGH STREET, NEAR THE BOTTOM IS A ROAD ON YOUR RIGHT CALLED BRIDGE ROAD, FOLLOW THIS FOR 200YRD AND SEADOWN FAMILY PARK. FAMILYIS IN FRONT OF YOU. THE SPS IS ACCESSED BY DRIVING INTO THE CARAVAN PARK, TAKING THE FIRST LEFT, PASS THE TOI","boom.city.decoding","336898","93468","Waste"
"10199","BATHWICK","COMBE ROYAL CRESCENT","Sewage Pumping Station","In Use","BA2 6EZ","TRAVELLING ALONG CLAVERTON DOWN ROAD WITH UNIVERISTY ON RIGHT HAND SIDE. GO PAST UNIVERSITY TO FORK IN ROAD AND KEEP RIGHT. TRAVEL DOWN TO END OF OAKLEY AND KEEP LEFT ON WOODLAND PLACE. ESTATE IS ON LEFT BEFORE YOU GET TO BATHWICK HILL.","bill.watch.jacket","376935","164240","Waste"
"10200","ALDERHOLT","10A ANTELLS WAY","Sewage Pumping Station","In Use","SP6 3AW","IN THE REAR GARDEN OF 10A AGAINST THE BOUNDARY FENCE WITH THE SCHOOL.","bluff.shorts.motivates","412127","112533","Waste"
"10201","WEYMOUTH","1A-1D BUXTON ROAD","Sewage Pumping Station","In Use","DT4 9PF","FOLLOW THE POSTCODE TO BUXTON ROOD WEYMOUTH AT THE END OF THE ROAD TURN INTO THE DRIVE TO 1A TO 1D, THE PS IS IN THE CAR PARK AREA WITH THE CONTROLS IN THE GARAGE OF 1B.","likes.maps.cried","367591","77955","Waste"
"10202","GILLINGHAM","MAPLE WAY","Sewage Pumping Station","Demolished","SP8 4RY","IN GARDEN BUT PUMPS AWAY SURFACE WATER FOR NEIGHBOURS","albums.flies.broth","379999","126242","Waste"
"10203","BOURNEMOUTH","MUSCLIFFE LANE","Sewage Pumping Station","In Use","BH9 3NQ","FOLLOW POSTCODE TO MUSCLIFFE LANE BOURNEMOUTH. DRIVE ALMOST TO THE RIVER BANK AT THE END OF THE LANE THE PS ID IN THE DRIVE WAY OF SHELLY COTTAGE WITH THE CONTROLS BEHIND A WOODEN PANEL ON THE LEFT OF THE DRIVEWAY.","state.usual.nods","409704","96067","Waste"
"10204","SWANAGE","LEESON CLOSE","Sewage Pumping Station","Demolished","BH19 2SR","FOUND NOT TO EXIST","numeral.watching.contour","401527","78883","Waste"
"10206","LANGFORD","STOCK LANE","Sewage Pumping Station","In Use","BS40 5EP","NOTE NO ATTENDANCE ON SITE WITHOUT CONTACTING THE OWNER ONE HOUR BEFORE PLANNED ARRIVAL. FROM CHURCHILL, FOLLOW THE B3133 TOWARDS CONGRESBURY.  POOL FARM IS ON THE LEFT HAND SIDE APPROX. 75M AFTER THE JUNCTION WITH REDSHARD LANE.  THE WET WELL IS AT THE","pulps.conned.lively","345453","161166","Waste"
"10207","PUDDLETOWN","PRINCES COURT","Sewage Pumping Station","In Use","DT2 8UE","FOLLOW THE POST CODE TO THE HIGH STREET PUDDLETOWN, TURN INTO PRINCES COURT BEHIND NO 12 HIGH STREET, PARK IN CAR PARK AREA. CONTROLS ARE IN WOODEN STRUCTURE NEXT TO CAR PARK. PS IS THROUGH ARCHWAY TO SEATING AREA UNDER A LARGE WOODEN PANEL (LOOKS LIKE D","nipped.extensive.exonerate","375680","94403","Waste"
"10208","BRISLINGTON","LONG FOX MANOR","Sewage Pumping Station","In Use","BS4 5RT","TURN INTO IRONMOULD LANE FROM THE A4 BATH ROAD OPPOSITE WYEVALE GARDEN CENTRE. TURN INTO BRISLINGTON JUNIORS FC THROUGH THE FIRST GATE ON THE LEFT HAND SIDE. THE SPS IS THE BRICK BUILDING ON THE RIGHT HAND SIDE OF THE CLUB HOUSE.","data.treat.voice","363314","170146","Waste"
"10209","WELLS","THOMAS MEWS","Sewage Pumping Station","In Use","BA5 2TL","THE SPS IS ON THE PAVEMENT ON NORTH ROAD APPROX. 10M FROM THE JUNCTION WITH ST THOMAS MEWS.","yelled.pint.hound","355575","146250","Waste"
"10210","EAST HUNTSPILL","WEST HILL FARM CARAVAN PARK","Private Sewage Pumping Station","In Use","TA9 3PX","SINGLE MANAGED SITE","credit.starting.acrobatic","333385","146277","Waste"
"10211","CHILTON TRINITY","TECHNOLOGY COLLEGE","Private Sewage Pumping Station","In Use","TA6 3JA","ON SINGLE MANAGED SITE.","bitter.pebble.herring","329537","138300","Waste"
"10212","HALSE FARM","HALSE FARM  SLUDGE STORAGE SITE","Sludge Storage Site","In Use","TA4 3AH","FARM ID IN SCISYS 32L","gratitude.ally.camp","314545","127686","Waste"
"10213","MOORTOWN FARM","MOORTOWN FARM  SLUDGE STORAGE SITE","Sludge Storage Site","In Use","TA10 0AB","FARM ID IN SCISYS 32L","grumbling.usual.other","337897","123350","Waste"
"10214","ILMINSTER","HORTS BRIDGE","Sewage Pumping Station","In Use","TA19 9PS","FOLLOW POSTCODE TO HORTEN CROSS ROUNDABOUT ON THE A358 TAKE THE ILMINSTER ROAD AS YOU CROSS THE RIVER BRIDGE. PARK UP NEXT TO OLD FACTORY ENTRANCE ON THE RIGHT HAND SIDE. THE CHAMBER IS HERE WITH THE CONTROL PANEL BEHIND THE GATE TO THE RIVER BANK.","raves.lizard.polygraph","334572","115227","Waste"
"10215","SALTFORD","RODNEY ROAD","Private Sewage Pumping Station","In Use","BS31 3HR","REAR GARDEN OF 17 RODNEY ROAD.","rushed.impressed.drape","368477","166717","Waste"
"10216","HORSEY","LITTLE SYDENHAM FARM TEMPORARY","Sewage Pumping Station","Abandoned","TA7 8QN","WAS A TEMPORARY SITE.","damp.spray.thrillers","331641","138961","Waste"
"10217","YATE","OUTDOOR SPORTS FACILITY","Private Sewage Pumping Station","In Use","BS37 7LB","","marbles.quilting.haggis","370687","183956","Waste"
"10218","BRIDPORT","NORTH MILLS TRADING ESTATE","Sewage Pumping Station","In Use","DT6 3BE","SPS IS LOCATED IN THE BUSBY CAR PARK IN FRONT OF THE BLACK RAILINGS BY THE RIVER.","radar.deriving.puppy","346572","93540","Waste"
"10219","BRIDPORT","EDWARDS BUILDING","Private Sewage Pumping Station","In Use","DT6 3BE","SINGLE MANAGED SITE","piglets.accompany.fastening","346443","93515","Waste"
"10220","WEST ASHTON","FLOW KIOSK","Distribution Site","In Use","BA14 6AP","SCHEME BS202 COMPLETED END JANUARY 2012","pinging.valid.freezers","387478","155530","Suppl"
"10221","HORSEY","REGAL WALK","Sewage Pumping Station","In Use","TA6 4FL","","beyond.cherish.otherwise","331446","139089","Waste"
"10222","HORSEY","KINGS DOWN MAIN","Sewage Pumping Station","In Use","TA7 8QN","","boosted.baseballs.stared","331190","139178","Waste"
"10223","HORSEY","KINGS ROAD","Sewage Pumping Station","In Use","TA7 8QN","","nimbly.dupe.salary","331244","139358","Waste"
"10224","HIGHBRIDGE","PEPPERALL ROAD","Sewage Pumping Station","In Use","TA9 3YA","SINGLE MANAGED SITE","cared.rave.flattens","331767","148046","Waste"
"10225","POOLE","PREMIER INN HOLES BAY","Private Sewage Pumping Station","In Use","BH15 2BD","","jump.apples.slip","400675","91706","Waste"
"10226","BREAN","MOTEL","Private Sewage Pumping Station","In Use","TA8 2SF","","waxing.grins.hers","329710","155884","Waste"
"10227","ROOKSBRIDGE","ASH LAWNS","Private Sewage Pumping Station","In Use","BS26 2TS","","laser.strictest.booster","336769","152230","Waste"
"10228","BATH","HOT BATH STREET","Private Source Site","Under Construction","BA1 1SJ","","love.hardly.extra","374945","164648","Suppl"
"10229","BANWELL","WEST STREET LAND ONLY","Wessex Owned Domestic Property","In Use","BS29 6DB","AN EX-STW LAND NOW LET TO BANWELL COMMUNITY CENTRE.","sulked.shifters.lemons","339727","159319","Other"
"10230","CHEDDAR","PERRYS CLOSE","Sewage Pumping Station","In Use","BS27 3DU","THE PUMPING STATION IS BEHIND THE HEDGE AT THE JUNCTION OF PERRYS CLOSE AND WIDEATTS ROAD.","showdown.acting.unclaimed","345440","153275","Waste"
"10231","MILTON LILBOURNE","LOWER COTTAGE","Sewage Pumping Station","In Use","SN9 5ND","TRAVELLING EAST ALONG B3087 BURBAGE ROAD TAKE TIGHT HAND TURN INTO THE HIGH STREET MILTON LILBOURNE. TRAVEL ABOUT 800M DOWN HIGH STREET AND TUNR LEFT INTO UNNAMED ESTATE SURROUNDED BY LOW LEVEL RED BRICK WALL. SPS IS BEHIND WALL NEXT TO THE GARAGES BY TH","remover.icon.muted","419058","160227","Waste"
"10232","TETBURY","CIRENCESTER ROAD","Sewage Pumping Station","In Use","GL8 8HA","TRAVEL FROM TETBURY CENTRE ON THE CIRENCESTER ROAD. NO 53 IS ON RIGHT HAND SIDE, IF YOU REACH THE TURNING TO SPRINGFIELDS YOU HAVE GONE TWO HOUSES TO FAR. KIOSK IS IN FRONT GARDEN OF 53, MAIN POWER SUPPLY IS READ GARDEN OF 55.","arriving.miss.landlady","389652","193622","Waste"
"10233","GREAT CHEVERELL","THE GREEN","Sewage Pumping Station","In Use","SN10 5XN","FROM CENTRE OF VILLAGE HEAD OUT ON THE GREEN ROAD AND JUST AFTER NATIONAL SPEED LIMIT SIGNS TAKE A LEFT INTO PRIVATE DRIVEWAY AND PS IS RIGHT AT THE END IN FRONT OF SECOND PROPERTY. CONTROLS ARE IN GARAGE.","vaulting.livid.seabirds","398346","154646","Waste"
"10234","STURMINSTER MARSHALL","HENBURY HOUSE GARDENS","Sewage Pumping Station","In Use","BH21 3TZ","FROM THE A31/A350 ROUNDABOUT TAKE THE A31 MILL STREET TOWARDS VINES CAFE APPROX 200MTS PASSED VINES CAF+ë TURN RIGHT AND HEAD ALONG CONCRETE TRACK SPS IN FRONT OF YOU ON LARGE GRASS AREA.","misfits.spoons.pairings","395696","98319","Waste"
"10235","BISHOPS CAUNDLE","KALAMATA","Sewage Pumping Station","In Use","DT9 5NA","TAKE A3030 FROM NORTH WOOTEN TOWARDS BISHOPS CAUNDLE AS YOU ENTER THE VILLAGE, TURN LEFT INTO HOLT LANE , P/S IS 120M ON THE LEFT","shells.bedding.giraffes","369191","113060","Waste"
"10236","STOKE BISHOP","SHAPLANDS","Sewage Pumping Station","In Use","BS9 1AY","TURN IN TO SHAPLANDS FROM PARRYS LANE. FOLLOW THE RIGHT TO THE END. THE SPS IS LOCATED ON THE LEFT HAND SIDE BEHIND THE HEDGE AT THE REAR OF NO 19.","sting.spoken.agree","356525","176005","Waste"
"10237","BRADFORD ON TONE","DEVONIA PARK","Private Sewage Pumping Station","In Use","TA4 1EW","OUTSIDE STW CATCHMENT.","outraged.directors.member","318618","122926","Waste"
"10238","PORTISHEAD","THE SPINNEY","Sewage Pumping Station","In Use","BS20 6RJ","TURN INTO THE SPINNEY (PRIVATE ROAD) FROM WETLANDS LANE. THE SPS IS AT THE END OF THE ROAD OPPOSITE NO 5.","narrates.following.brightens","346422","175498","Waste"
"10240","MELKSHAM","HAMPTON PARK WEST","Private Sewage Pumping Station","In Use","SN12 6NB","ON SINGLE MANAGED SITE.","drew.poetry.norms","390257","161715","Waste"
"10241","WIVELISCOMBE","CASTLE ESTATE","Sludge Storage Site","In Use","TA4 2TJ","FARM ID IN SCISYS 32L","allow.wasps.servants","309601","128143","Waste"
"10242","WIMBORNE","OAKWOOD","Private Sewage Pumping Station","In Use","BH21 2RX","","scanty.homes.condense","402662","101222","Waste"
"10243","CHEDDAR","HELLIERS LANE","Sewage Pumping Station","In Use","BS27 3DG","FROM LOWER NEW ROAD, TURN DOWN HELLIERS LANE. SPS IS LOCATED 250M DOWN HELLIERS LANE ON THE LEFT.","river.stall.originals","344907","153217","Waste"
"10244","NORTH BRADLEY","SOUTHWICK ROAD SURFACE WATER","Private Sewage Pumping Station","In Use","BA14 0SD","SITE COVERED UNDER ADOPTION 137476 AND WILL REMAIN PRIVATE","hobble.imperious.combining","385614","155301","Waste"
"10245","CHELSTON","MONUMENT VIEW","Sewage Pumping Station","In Use","TA21 9ND","","plunger.according.testers","315295","121322","Waste"
"10246","BISHOPSTROW","HOTEL","Private Sewage Pumping Station","In Use","BA12 9HH","","essential.completed.monument","389715","144181","Waste"
"10247","MANOR FARM","ALTON BARNES","Sludge Storage Site","In Use","SN8 4LB","","arts.trailer.squirted","410748","161973","Waste"
"10248","BRANSGORE","HOLMSLEY CARAVAN PARK","Private Sewage Pumping Station","In Use","BH23 8E","SITE LOCATION APPROXIMATE RISING MAIN RUNS TO MH SZ20992802. SINGLE MANAGED SITE","brittle.losing.crabmeat","421461","99445","Waste"
"10249","COALPIT HEATH","BADMINTON ROAD","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BS36 2TB","BEING BUILT UNDER SCHEME CW156","inched.watching.allowable","366835","180053","Waste"
"10250","WORLEBURY","MILBURY GARDENS","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BS22 9BT","","thing.former.themes","334024","162722","Waste"
"10251","SHEPTON MALLET","BLACKBERRY CLOSE","Sewage Pumping Station","In Use","BA4 4EJ","TRAVELLING OUT OF SHEPTON ON A371 CANNARDS ROAD TURN LEFT INTO LITTLE BRROK LANE. BLACKBERRY CLOSE IS ABOUT 100M ON LEFT HAND SIDE. PUMPING STATION CAN BE RIGHT AT THE END AND TO THE RIGHT OF THE CUL-DE-SAC.","mermaids.homelands.pods","362346","142826","Waste"
"10252","STURMINSTER NEWTON","ORCHARD GARDENS","Sewage Pumping Station","In Use","DT10 1FE","FOLLOW POSTCODE TO CHURCH LANE, TURN LEFT INTO ORCHARD GARDENS PS OUT SIDE NO 4.","spirit.summaries.reports","378627","113909","Waste"
"10253","ROWDE","LOWER FARM","Private Sewage Pumping Station","In Use","SN10 2LX","EXACT LOCATION UNKNOWN","flute.quack.emulated","399011","162613","Waste"
"10254","BUTLEIGH","BUTLEIGH COURT","Sewage Pumping Station","In Use","BA6 8SA","FROM BUTLEIGH, HEAD TOWARDS BUTLEIGH WOOTTON. TURN RIGHT INTO THE TRACK JUST BEFORE THE CRICKET GROUND. CARRY ON DOWN THE TRACK UNTIL YOU REACH BUTLEIGH COURT.&nbsp;THE PUMPING STATION IS IN THE GARDEN NEAREST THE ROAD.","contoured.relief.decisions","351945","133888","Waste"
"10255","BRADFORD-ON-AVON","FROME ROAD","Private Sewage Pumping Station","In Use","BA15 1LE","","life.flop.meal","382582","160361","Waste"
"10256","BISHOPS HULL","MILLIGAN","Sewage Pumping Station","In Use","TA1 5EE","","scared.assist.nasal","320508","124908","Waste"
"10257","BRISTOL","HANNOVER QUAY","Private Sewage Pumping Station","In Use","BS1 5JS","SINGLE MANAGED SITE","gladiators.skinny.divide","358147","172355","Waste"
"10258","WARMINSTER","DEVERILL ROAD","Private Sewage Pumping Station","In Use","BA12 8BD","OWNED BY BORE HILL FARM BIODIGESTOR AND CURRENTLY NOT CONNECTED TO MAIN.","jacket.wipe.geek","386764","143783","Waste"
"10259","YEOVIL","DODHAM CRESCENT FRONT 11","Sewage Pumping Station","In Use","BA20 2DT","FOLLOW POSTCODE TO DODHAMS ROAD YEOVIL, AS YOU ENTER DODHAMS CRESCENT TURN RIGHT AND PARK IN FRONT OF NO 11. PS IS NEXT TO NO 11.","salad.loops.ears","354742","115943","Waste"
"10260","YEOVIL","DODHAM CRESCENT ADJACENT 5","Sewage Pumping Station","In Use","BA20 2DT","FOLLOW POSTCODE TO DODHAMS ROAD YEOVIL, AS YOU ENTER DODHAMS CRESCENT TURN LEFT AND PARK IN CAR PARK AREA NEXT TO NO 5. PS IS IN COMPOUND AREA TO REAR OF CAR PARK.","proper.shape.exile","354785","115918","Waste"
"10261","WEST WICK","GARDEN OF 5 WICK COURT","Sewage Pumping Station","In Use","BS24 7TF","FROM JUNCTION 21 OF THE M5, TAKE THE B3440 TOWARDS WORLE. TAKE THE FIRST TURNING LEFT INTO WOLVERSHILL ROAD. AT THE ROUNDABOUT, TAKE THE SECOND EXIT. TURN RIGHT INTO SUMMER LANE AT THE FIRST LEFT HAND BEND. WICK COURT IS THE SECOND TURNING ON THE RIGHT.","twig.storage.embellish","337013","162027","Waste"
"10262","LOCKING","ANSON ROAD EJECTOR STATION","Sewage Pumping Station","In Use","BS24 7DE","THE SPS IS IN THE OPEN SPACE ADJACENT TO THE PLAY AREA AT THE END OF ANSON ROAD ON THE OLD RAF BASE SPS POSSIBLY SUPERSEDED BY FUTURE DEVELOPMENT. BEN TINGAY IS THE CONTACT.","cross.steadier.herbs","336395","160602","Waste"
"10263","LOCKING","VARSITY WAY SURFACE WATER","Private Sewage Pumping Station","In Use","BS24 7DH","SITE PUMPS TO ADJACENT DITCH","duty.wrong.sandpaper","336600","160826","Waste"
